tree	fa
tennis court	teniszpálya
antiquity	ókor
thank you very much	nagyon szépen köszönöm
many thanks	nagyon köszönöm
manual	kézügyesség
Ádám	Ádám és Éva
catalyst	katalizátor
Ázsia	Délkelet-Ázsia
Dantesque	dantei
restoration	restaurálás
right angle	derékszög
restorer	restaurátor
banquet	bankett
banquet	díszvacsora
overpopulation	túlnépesedés
lumberjack	favágó
other	egyéb
cloudlet	felhőcske
youth	fiatalember
mountain	hegység
banquet	lakoma
transrealism	transzrealizmus
climate	klíma
climate	éghajlat
accident	karambol
correct	kijavít
prophesy	jósol
prophecy	jóslat
own goal	öngól
banished	száműzött
storm in a tea-kettle	vihar egy pohár vízben
sárga	sárga lap
Ash Wednesday	hamvazószerda
ridicule	kigúnyol
GDR	NDK
civil war	polgárháború
oasis	oázis
flea market	ócskapiac
old	ócska
siege	ostrom
clumsy	otromba
clumsiness	otrombaság
ugly	ocsmány
slander	rágalmazás
height	magasság
creep	kúszik
chronological	időrendi sorrendben
chronological	időrendi
chronology	időrend
order	sorrend
adulation	hízelgés
calumniator	rágalmazó
advantageous	előnyös
disadvantageous	előnytelen
Great Wall of China	kínai nagy fal
Terracotta Army	agyaghadsereg
bell tower	harangtorony
rose window	rózsaablak
atrium	átrium
spiral staircase	csigalépcső
onion dome	hagymakupola
obelisk	obeliszk
shutter	zsalu
shutter	zsalugáter
lesser celandine	salátaboglárka
cantaloupe	sárgadinnye
cirrocumulus	bárányfelhő
cirrus	pehelyfelhő
down	pehely
featherlight	pehelykönnyű
light as a feather	könnyű, mint a pehely
eiderdown	pehelypaplan
featherweight	pehelysúly
classmate	osztálytárs
clock face	óralap
seventh heaven	hetedik mennyország
heaven	mennyország
Holy Saturday	nagyszombat
Good Friday	nagypéntek
Maundy Thursday	nagycsütörtök
counterargument	ellenérv
manuscript	kézirat
Far East	Távol-Kelet
Spanish influenza	spanyolnátha
common cold	nátha
Karolina	Dél-Karolina
splinter	szálka
breakwater	hullámtörő
summer	nyáron
misanthropy	embergyűlölet
world peace	világbéke
negligent	hanyag
pregnant	állapotos
bosom friend	kebelbarát
negation	tagadás
undeniable	tagadhatatlan
undeniably	tagadhatatlanul
forty-sixth	negyvenhatodik
chirp	ciripel
advance	előleg
parmesan	parmezán
barn	pajta
flip-flop	pacsker
score	partitúra
-val	-gal
kék	kék bálna
óriás	óriás bálna
teleprompter	súgógép
whisper	súg
whisperer	súgó
prompter's box	súgólyuk
weightlifting	súlyemelés
weightlifter	súlyemelő
motorway	autópálya
torment	kínszenvedés
suffering	szenvedés
die out	kipusztul
die out	kihal
hospitality	vendégszeretet
island state	szigetország
headgear	fejfedő
headdress	fejdísz
straw hat	szalmakalap
Panama hat	panamakalap
mitre	püspöksüveg
fur	süveg
greet	süvegel
sugar cube	kockacukor
sugar-loaf	süvegcukor
benzyl	benzil
expedient	célravezető
cefotaxime	cefotaxim
cenotaph	kenotáfium
inexpedient	célszerűtlen
expedient	célszerű
definitely	leghatározottabban
next time	legközelebb
ring	csenget
knee sock	térdzokni
blood orange	vérnarancs
peel	hámoz
cowshed	tehénistálló
stable	istálló
wedding ring	jegygyűrű
esküvői	esküvői ruha
menyasszonyi	menyasszonyi ruha
bridal	menyasszonyi
free kick	szabadrúgás
freelance	szabadúszó
Sabina	Szabina
intentionally	szándékosan
head to toe	tetőtől talpig
weekday	hétköznap
unemployment	munkanélküliség
forty-seventh	negyvenhetedik
forty-eighth	negyvennyolcadik
forty-ninth	negyvenkilencedik
fifty-first	ötvenegyedik
fifty-second	ötvenkettedik
digital	digitális
fifty-third	ötvenharmadik
fifty-fourth	ötvennegyedik
fifty-fifth	ötvenötödik
fifty-sixth	ötvenhatodik
fifty-seventh	ötvenhetedik
fifty-eighth	ötvennyolcadik
fifty-ninth	ötvenkilencedik
polyhistor	polihisztor
Szamoa	Amerikai Szamoa
invest	befektet
invest	invesztál
art	művészet
cold	megfázás
cold	meghűlés
ebony	ébenfa
Wales	Új-Dél-Wales
disgust	undorít
cough	köhög
unemployed	munkanélküli
without	nélküli
emir	emír
stay	tartózkodik
biographer	életrajzíró
biographer	biográfus
tenger	Ír-tenger
Cariban	karib
tenger	Sárga-tenger
applaud	megtapsol
space	szóköz
correct	helyesbít
organism	szervezet
UN	ENSZ
prostitute	prostituált
labour	szülés
regret	megbán
cocoa	kakaós
sixtieth	hatvanadik
sixty-first	hatvanegyedik
sixty-second	hatvankettedik
how	hogy érzed magad
fine	szép jó estét
compote	kompót
muesli	müzli
detail	részlet
admonish	megdorgál
premium	prémium
treadmill	taposómalom
for rent	kiadó
doctor	doktornő
bunny	nyuszi
thunder	égzengés
fekete	fekete harkály
flamingo	flamingó
andoki	andoki flamingó
chilei	chilei flamingó
karibi	karibi flamingó
rózsás	rózsás flamingó
trunk	ormány
erythrocyte	eritrocita
trunk	csomagtartó
hood	motorháztető
tavak	Nagy-tavak
tó	Felső-tó
Michigan	Michigan-tó
Huron	Huron-tó
Erie	Erie-tó
Ontario	Ontario-tó
Tanzanian	tanzániai
end of the world	világvége
The End	vége
fighter-bomber	vadászbombázó
summon	kéret
inhumane	embertelen
Budapest	budapesti
gift shop	ajándékbolt
under	alá-
masked	álarcos
masked ball	álarcosbál
heart	szíverősítő
fisher cat	halásznyest
illiterate	írástudatlan
bunny	nyuszika
-let	-acska
bunny	nyulacska
vote	voksol
cast one's vote	leadja a voksát
vote	voks
picnic	piknik
félsziget	Arab-félsziget
childrenswear	gyermekruházat
biztonsági	biztonsági gyermekülés
safety	biztonsági
child	gyermekülés
biztonsági	biztonsági öv
school bus	iskolabusz
Auriga	Szekeres
carter	szekeres
cart	szekér
air pump	légszivattyú
pump	szivattyú
Antlia	Légszivattyú
árkon	árkon-bokron
dried	aszalt
pass	múlik
miss	mulaszt
dinner table	étkezőasztal
Atlas	Atlasz
Caelum	Véső
urbanize	városiasít
a türelem rózsát terem	rózsát
commonwealth	nemzetközösség
inland	belföld
interior	bel-
crucial	kardinális
cardinal	bíbornok
noun	-tyű
biology	biológia
rhythm	ritmus
endure	bír
yours	tiéd
ours	miénk
yours	tiétek
theirs	övék
grass widow	szalmaözvegy
mine	enyéim
ours	mieink
those	azok
azt	ezt
confidence	bizalom
indeed	bizony
dog	Bogáncs
haystack	szénaboglya
brood	borong
horror	borzalom
itch	viszket
itch	viszketés
itchy	viszkető
uncomfortable	kényelmetlen
Celsius	Celsius-fokok
brindled	cirmos
compensate	kompenzál
pinch	csíp
tenger	Balti-tenger
tenger	Fehér-tenger
tenger	Északi-tenger
tenger	Földközi-tenger
tab	tabulátor
Davy	Davy-lámpák
southernmost	legdélibb
discus throw	diszkoszvetés
hammer throw	kalapácsvetés
shot put	súlylökés
long jump	távolugrás
triple jump	hármasugrás
pole vault	rúdugrás
Doric	dór
egypúpú	egypúpú teve
single	egypúpú
ebony	ében
dog	ebi
wakening	ébresztő
tilt	ekhó
tilt	szekérponyva
mind	elme
peruse	elolvas
give	részesít
fore	elő
quarter	városnegyed
breast	emlő
discount	kedvezmény
tile	csempe
standard	szabvány
bell	kolomp
custom	szokás
minister	miniszter
prime minister	miniszterelnök
stink	bűz
stinky	büdös
figuratively	átvitt értelemben
figurative	átvitt
quince	birskörte
Canes Venatici	Vadászebek
epidemic	járvány
disgusting	undorító
disgust	undor
appetizing	gusztusos
tubular	csöves
coin	fémpénz
paper money	papírpénz
forbidden	tilos
knightly	lovagias
feathered	tollas
ground	földelés
state	kijelent
verb	-eszt
sticking plaster	tapasz
wave	legyint
clink	koccint
real	valós
gibber	makog
limit value	határérték
heating	fűtés
multiplication	szorzás
addition	összeadás
add	összead
subtract	kivon
power	hatvány
bottle cap	kupak
cockchafer	cserebogár
exchange	csere
turul	turul
cardiology	kardiológia
crow	kukorékol
left-wing	baloldali
right-wing	jobboldali
right wing	jobboldal
distinguish	megkülönböztet
sword	kardszárnyú
winged	szárnyú
dry ice	szárazjég
percent	százalék
changeable	változó
mentelmi	mentelmi jog
divisor	osztó
wild boar	vadkan
prescription	vény
prescription	rendelvény
health care	egészségügy
agriculture	mezőgazdaság
economy	gazdaság
plump	gömböc
complaint	panaszkönyv
super	szuper
prehistory	őskor
prehistoric	őskori
ancient	ókori
modern era	újkori
modern era	újkor
Stakhanovite	sztahanovista
movement	mozgalom
pity	szánalom
mystery	rejtelem
discipline	fegyelem
people's republic	népköztársaság
to	felé
-ly	-lag
emirate	emírség
Péter	Szent Péter
receipt	nyugtatvány
rest	nyugtat
catharsis	katarzis
Happy New Year	évet
pretend	színlel
cathartic	katartikus
leukaemic	fehérvérű
verb	-delem
standing	állás
fejes	fejessaláták
fejes	fejes saláta
fekete	fekete rigó
at	-kor
Hungary	Szent Jobb
coronation	Szent Korona
bum	popó
friction	súrlódás
performance	teljesítmény
family name	családnév
leánykori	leánykori név
mystery	talány
tunnel	alagút
basement	alagsor
noun	-só
back	hátsó
noun	-ső
final	végső
appearance	külső
comparable	mellső
under-	alag-
crew	stáb
credits	stáblista
Árpád stripe	árpádsáv
nap	boholy
shake hands	kezet fog
csapból	a csapból is folyik
patronym	apanév
browse	tallóz
just	éppen
verb	-alék
alluvium	hordalék
ability	képesség
placename	helységnév
place	helység
ethnic	etnikai
build	testalkat
presumption of innocence	az ártatlanság vélelme
probability	valószínűség
reversed	fordítva
signaling	jelző
mark	jelöl
marked	jelölt
badge	jelvény
likely	valszeg
summon	beidéz
what	minő
localisation	magyarítás
abject	aljas
misbelief	tévhit
and	pedig
concept	fogalom
surname	jellemnév
character	jellem
strong	jellemes
dishonest	jellemtelen
personal name	személynév
alternative	írásváltozat
onomastics	onomasztika
onomastics	névtan
railway	vasút
instructive	képző
ground	földel
pile up	halmoz
summarize	tömörít
mis-	tév-
thermodynamics	hőtan
electricity	elektromosságtan
optics	fénytan
anthropology	embertan
botany	növénytan
arithmetic	számtan
number theory	számelmélet
speed of light	fénysebesség
outside	kívüli
outside	kívül
shake	rengés
exhibition	tárlat
lockdown	zárlat
noun	-lat
perspective	távlat
short circuit	rövidzár
fugue	fúga
season	fűszerez
poetaster	fűzfapoéta
walk-in	gardróbszoba
long	gémes
rhythmic gymnastics	ritmikus gimnasztika
be up to	rosszban sántikál
meant	való
reality	valóság
area	terület
algebraic	algebrai
absolute	abszolút
abszolút	abszolút érték
golden ratio	aranymetszés
polynomial	polinom
factorial	faktoriális
divisible	osztható
relatively prime	relatív prím
numerator	számláló
denominator	nevező
combination	kombináció
option	variáció
permutation	permutáció
translation	eltolás
transformation	transzformáció
congruent	egybevágó
derivative	derivált
asymptote	aszimptota
ellipse	ellipszis
conic section	kúpszelet
parallelogram	paralelogramma
action	művelet
projection	vetület
cosine	koszinusz
sine	szinusz
orthogonal	merőleges
raise	hatványoz
distributivity	disztributivitás
commutativity	kommutativitás
associativity	asszociativitás
exponent	kitevő
scientific notation	normálalak
matrix	mátrix
determinant	determináns
equation system	egyenletrendszer
number system	számrendszer
unequal	egyenlőtlen
inequality	egyenlőtlenség
prism	hasáb
trigonometric function	szögfüggvény
centroid	súlypont
touching	érintő
convergence	konvergencia
shooting	forgatás
theorem	tétel
inverted	inverz
tendency	hajlam
stock phrase	szólam
development	fejlemény
noun	-ám
noun	-ém
távfutás	táv
according	szerint
horror	iszony
thirsty	szomjú
wave function	hullámfüggvény
osmosis	ozmózis
osmotic pressure	ozmózisnyomás
diffusion	diffúzió
resonance	rezonancia
mágneses	mágneses indukció
radioactive	radioaktív
radioactivity	radioaktivitás
photoelectric	fényelektromos
fényelektromos	fényelektromos jelenség
air pressure	légnyomás
freefall	szabadesés
acceleration	gyorsulás
angular momentum	perdület
angular velocity	szögsebesség
tehetetlenségi	tehetetlenségi nyomaték
momentum	lendület
moment of force	forgatónyomaték
centripetal	centripetális
centrifugal	centrifugális
tehetetlenségi	tehetetlenségi erő
adiabatic	adiabatikus
charge	töltés
electric field	térerősség
flux	fluxus
tension	feszültség
atomic model	atommodell
entropy	entrópia
foggy	ködös
please	légyszi
professional	profi
race	futam
yield	hozam
Eger	egri
apricot	baracklekvár
walnut	bejgli
pasta	derelye
pork	disznósajt
fish	halpaprikás
dish	lecsó
dumpling	paprikás
roasted	pörkölt
rántott	rántott hús
strudel	rétes
plum	szilvalekvár
stewed	tokány
töltött	töltött káposzta
töltött	töltött paprika
gravy	zaft
successful	sikeres
gluten	sikér
loudly	hangosan
Holocaust	soa
advantage	haszon
backwards	hátra
background	háttér
-th	-adik
unsportsmanlike	sportszerűtlen
sportsmanlike	sportszerű
swan song	hattyúdal
házi	házi feladat
házi	házikacsák
házi	házimozik
házi	házityúkok
play	hegedül
mountain	hegyi
weld	hegeszt
how much does it cost	mennyibe kerül
get	kerül
snow-white	hófehér
I don't speak English	nem beszélek angolul
railway track	vasútvonal
Új-Guinea	Pápua Új-Guinea
financial	pénzügyi
Antillák	Holland Antillák
symbol	szimbólum
symbol	jelkép
existence	létezés
advertisement	hirdetés
commemorate	emlékezik
positron	pozitron
Andhra Pradesh	Haidarábád
stab	döf
European Union	Európai Unió
universe	univerzum
elf	tünde
bullshit	baromság
benne	van benne valami
vagina	picsa
extra	többlet
supply	kínálat
tapir	tapír
deserve	megérdemel
Georgian	grúz
Swiss	svájci
too much	túl sok
-th	-dik
method	módszer
as if	mintha
almost	majdnem
because	merthogy
because	mivelhogy
as	minthogy
about	mintegy
predicative adjective	mindegy
funeral	temetés
poster	poszter
advertisement	hirdetmény
however	dehát
draft	vázlat
noun	-ony
great	horderejű
importance	horderő
not at all	dehogy
same to you	viszont
unicorn	unikornis
but	deviszont
have	rendelkezik
repay	viszont-
encrypt	titkosít
secret	titkos
conceal	titkol
return	viszonoz
verb	-adék
pathetic	szánalmas
Ltd.	kft.
admirer	csodáló
agricultural	mezőgazdasági
outside	kint
description	személyleírás
mix	összekever
refugee	menekült
finite	véges
beef	marhahús
quality	jelleg
onomatopoeia	-eg
essence	lényeg
onomatopoeia	-og
onomatopoeia	-ög
enjoy	élvez
talk	dumál
enter	bemegy
mysterious	rejtelmes
so to speak	kvázi
hypothesis	hipotézis
mace	buzogány
circumstance	körülmény
net	nettó
urinary bladder	húgyhólyag
blockade	blokád
obey	engedelmeskedik
but	hanem
as well as	valamint
some	vala-
would	tessék
because of	miatt
other	többi
smoke	füstölög
beg	könyörög
as	ugyanis
dyslexia	diszlexia
divorce	elválik
take	szed
explain	magyaráz
fill	telik
shower	zuhanyozik
compensate	kártalanít
landscape	tájkép
peck	puszi
baggage	cucc
gulp	korty
face	pofa
evil	gonosz
mask	álorca
anarchism	anarchizmus
earth	földszín
scout	cserkész
view	tekint
onomatopoeia	-int
volcanic	vulkáni
introduction	bemutatkozás
introduction	bevezetés
click	kattint
internationalization	nemzetköziesítés
collection	gyűjtemény
collection	gyűjtés
Gibraltar	Gibraltár
Pyrenees	Pireneusok
woo	udvarol
philosopher	filozófus
sloppy	pongyola
precise	precíz
number	számos
numerous	nagyszámú
I	nem tudok magyarul
guild	céh
barely	alig
here	ihin
Roman Empire	Római Birodalom
cyto-	cito-
look	elnéz
surround	körbevesz
willing	hajlandó
unpleasant	ellenszenves
restore	helyreállít
highchair	etetőszék
inform	informál
inform	tájékoztat
anvil	üllő
-l	-ál
noun	-öl
perspiration	izzadság
colourless	színtelen
at home	honn
specialist	szakember
etnikai	etnikai tisztogatás
previous	előző
cardinality	számosság
fluid	kanalas
event horizon	eseményhorizont
saddle	felnyergel
Trojan	trójai
Thames	Temze
naughty	csintalan
pyro-	piro-
embarrassing	kínos
embarrassing	ciki
astrophysics	asztrofizika
privet	fagyal
approximately	megközelítőleg
workplace	munkahely
precondition	előfeltétel
common sense	józan ész
dynamics	dinamika
prism	prizma
credit	kredit
zöld	zöld tea
sightseeing	városnézés
support	támogatás
-ize	-izál
almost	csaknem
take place	zajlik
living	élőlény
footprint	lábnyom
devastate	pusztít
local government	önkormányzat
noun	-ény
circum-	körül-
sign	aláír
signature	aláírás
rewrite	átír
write	beír
write	beleír
write	egybeír
write	eléír
prescribe	előír
overwrite	felülír
write	hozzáír
write	ideír
into	egybe-
note	felír
suffix	-a-
marry	egybekel
match	egybevág
appearance	látszat
a	a látszat csal
into	létre-
imperfect	tökéletlen
leave	távozik
leave	elmegy
walk	járkál
morphology	alaktan
felezési	felezési idő
so	úgyhogy
I think therefore I am	gondolkodom, tehát vagyok
-ful	-nyi
assemble	összerak
assemble	összegyűlik
misleading	félrevezető
conquering	hódító
Leipzig	Lipcse
záradékol	záradék
puke	hányadék
sure	naná
oh	ugyan
cut	metsz
light pollution	fényszennyezés
gas	gáztűzhely
anyway	úgyis
walls have ears	a falnak is füle van
laugh one's head off	halálra neveti magát
Bajkál	Bajkál-tó
benzodiazepine	benzodiazepin
for	számára
based	alapján
during	során
as	hiszen
appropriate	megfelelő
from	közül
nothing	semmi
then	aztán
how	hogyan
all	összes
maybe	esetleg
what's more	sőt
really	tényleg
beyond	túl
network	hálózat
sure	bizonyos
cash	készpénz
dread	retteg
believe	készpénznek vesz
enormous	rengeteg
noun	-eteg
umm	őzik
wall clock	falióra
gas	gázóra
electricity	villanyóra
clock tower	toronyóra
quote	idéz
spritzer	kisfröccs
spritzer	nagyfröccs
spritzer	hosszúlépés
accelerator	gázpedál
tendril	kacs
give up	lemond
