piously	pie
certainty	certeco
economy	ekonomio
economics	ekonomiko
finance	financo
engineering	inĝenierarto
need	bezono
computer science	informa scienco
physicist	fizikisto
public	publiko
specialist	specialisto
experiment	eksperimenti
experimentation	eksperimentado
quantum mechanics	kvantuma mekaniko
quantum	kvantuma
microscopic	malgrandega
reference	referenco
space shuttle	kosmopramo
many	plurfoje
agency	agentejo
celestial body	ĉielkorpo
develop	disvolvi
development	disvolvado
spacecraft	kosmoveturilo
launch	lanĉi
one	unufoje
become	difektiĝi
fallback	refalo
stop	ĉesigi
tile	kahelo
glaze	glazuri
inspection	inspekto
return	reveno
suitably	taŭge
space station	kosmostacio
hit	trafi
slide	gliti
Cyrillic	cirila
Libyan	libia
پاکستان	Pakistano
eccentric	strangulo
motorcycle	motorciklo
director	direktoro
dissertation	disertacio
doctoral	doktoriĝa
Tunisian	tunizia
crown jewel	kronjuvelo
palace	palaco
extent	etendiĝo
South American	sud-amerika
tool	laborilo
cast	rolularo
acclimatize	alklimatigi
permissible	permesebla
acidity	acideco
acrobat	ekvilibristo
unhappiness	malfeliĉo
impermissible	malpermesebla
aria	ario
additional	aldona
size	grandeco
preview	antaŭmontro
plumage	plumaro
ruminant	remaĉulo
even	parhufulo
herbivorous	herbovora
omnivorous	ĉiovora
phylum	filumo
botany	plantoscienco
botany	plantscienco
process	procezo
in	diversmaniere
unicellular	unuĉelulo
fresh water	dolĉakvo
cooking salt	kuirsalo
cuisine	kuirarto
spice	spico
physically	fizike
extraordinarily	eksterordinare
object	fieraĵo
tablature	tabulaturo
musical instrument	muzikilo
orchestra	orkestro
wind instrument	blovinstrumento
percussion instrument	perkutinstrumento
stringed instrument	kordinstrumento
picture	bildaro
Mississippi	Misisipio
millionaire	milionulo
billionaire	miliardulo
female	kritikistino
generation	generacio
Wisconsin	Viskonsino
Tennessee	Tenesio
mistreat	mistrakti
elementary school	bazlernejo
contest	konkurso
communication	komunikado
communicate	komuniki
exile	ekzili
oceanographer	oceanografisto
ecosystem	ekosistemo
circulation	cirkulado
agriculture	terkulturo
commercially	komerce
zeal	fervoro
council	konsilio
day before yesterday	antaŭhieraŭ
zealot	fervorulo
institution	institucio
meteorology	meteologio
reaction	reago
zone	terzono
zealous	fervora
experiment	eksperimento
Thai	tajlanda
educator	edukisto
genre	ĝenro
apostolic	apostola
manuscript	manskribaĵo
work	verkaĵo
socialist	socialisma
yeast	gisto
establishment	establado
Muslim	muslima
beginning	komenca
suburb	antaŭurbo
annex	aneksi
soloist	solisto
self-rule	memregado
peasant	kamparana
Yugoslavia	Jugoslavio
theater	teatrejo
regime	reĝimo
imprison	enprizonigi
opponent	opoziciulo
support	apogo
centrist	centrisma
be	liberiĝi
be	vundiĝi
Baroque	baroka
settlement	loĝloko
railway	fervoja
classification	klasado
wingspan	enverguro
distribution	disvastiĝo
binomial	binoma
coefficient	koeficiento
bothering	ĝenado
reproductive	reprodukta
nonreproductive	nereprodukta
solitude	soleco
colony	kolonio
invertebrate	senvertebrulo
seabird	marbirdo
waterfowl	akvobirdo
toe	piedfingro
big toe	halukso
specialized	faklingvo
phalanx	falango
handle	tenilo
metal	metala
symbolism	simboleco
practice	praktikado
lightsaber	lumglavo
margrave	margrafo
Francio	Katalunio
mostly	plimulte
Islamic	islama
Visigoth	visigoto
Proto-Germanic	ĝermana
take refuge	rifuĝi
rebel	ribeli
metaphysics	metafiziko
epistemology	sciteorio
ambiance	etoso
behavior	konduto
philosophize	filozofi
mysticism	mistikismo
rationalism	raciismo
novelist	romanisto
modernist	modernisma
initiate	iniciati
continue	pluigi
become	esperantistiĝi
profession	profesio
dare	aŭdaci
collaboration	kunlaboro
crash	kraŝi
Burma	Birmo
Myanmar	Mjanmao
unstable	malstabila
supporter	subtenanto
obey	obei
imprison	malliberigi
civilian	civilulo
relocate	translokigi
relocation	translokigo
foreign country	eksterlando
foreigner	eksterlandano
country code	landokodo
encryption	ĉifrado
nowadays	nune
base	bazi
divisor	divizoro
compose	komponi
essential	esenca
essence	esenco
table	tabelo
calculation	kalkulado
decimal	dekuma
computational	komputila
octal	okuma
hexadecimal	deksesuma
key	elĉifrigilo
encrypt	ĉifri
decrypt	malĉifri
asymmetrical	nesimetria
hidden	kaŝa
unsafe	malsekura
fortress	fortiko
fortified	fortika
capability	ebleco
privacy	privateco
seal	sigelo
quadrangular	kvarangula
collage	kolaĝo
director	reĝisoro
unjustly	maljuste
traitor	perfidulo
Bohemia	Bohemio
goalkeeper	golulo
cabaret	kabaredo
humor	humuro
funicular	funikularo
aerial	telfero
the	jeno
catalog	katalogo
per capita	pokapa
Englishman	anglano
consent	konsento
mark	marki
objection	malkonsento
unpopular	malpopulara
become	alianciĝi
cleric	religiulo
bring	proksimigi
Roman Catholicism	romkatolikismo
domestic	enlanda
strengthen	plifortigi
ill	malfavora
high treason	altperfido
digital	cifereca
strap	rimeno
entrée	ĉefmanĝo
side dish	flankplado
main dish	ĉefplado
ceramic	ceramiko
ceramicist	ceramikisto
ceramic	ceramika
publisher	eldonejo
in detail	detale
enamel	emajlo
craft	metio
chemical substance	kemiaĵo
substance	substanco
relation	rilato
laboratory	esplorejo
workplace	laborejo
chemist	kemiisto
inorganic	neorganika
biochemist	biokemiisto
Oregon	Oregono
Nobel Prize	Nobel-premio
coat of arms	blazono
sea turtle	martestudo
at	tiutempe
without	senĝene
color	kolori
pressure	premsensilo
make known	konigi
broccoli	brokolo
lettuce	laktuko
legume	guŝo
comical	komika
octahedron	okedro
dodecahedron	dekduedro
icosahedron	dudekedro
nautical	naŭtika
measuring	mezurilo
disappearance	malapero
significant	signifa
abstractly	abstrakte
adjectivally	adjektive
index finger	montrofingro
middle finger	mezfingro
ring finger	ringofingro
little finger	etfingro
little finger	malgranda fingro
interstellar	interstela
mathematically	matematike
space	spaceto
yawn	oscedi
yawn	oscedo
yelp	hundbleki
yolk	ovoflavo
yell	kriego
Oman	Omano
opera	operejo
orchidology	orkideologio
false friend	falsa amiko
fantastic	fantazia
anteater	formikomanĝulo
photography	fotarto
cannibal	kanibalo
cannibalism	kanibalismo
cloud	nubeto
kid	geknabo
irrelevant	malgrava
average	meznombro
pacifist	pacifisto
terraforming	teroformigo
boxer	boksero
Buddhism	budhismo
Buddhist	budhisma
arguable	argumentebla
hinny	azenĉevalo
sustainable	daŭrebla
division	divizio
slumber	dormeto
duelist	duelisto
lovable	aminda
Idist	idisto
exclude	ekskludi
shrink	etiĝi
falsaj	falsaj amikoj
falsan	falsan amikon
falsajn	falsajn amikojn
brutal	brutala
outsider	eksterulo
reread	relegi
inaudible	neaŭdebla
electromagnetism	elektromagnetismo
brush	brosi
in	kartvele
flourish	disflori
aristocracy	aristokrataro
aristocracy	aristokratio
face	alfronti
rival	rivalo
Byzantium	Bizancio
Byzantium	Bizanco
Seljuk	selĝuko
elite	elito
predecessor	antaŭulo
revival	reviviĝo
idealize	idealigi
scorpion	skorpio
urethra	uretro
forge	forĝi
unicycle	unuciklo
semicolon	punktokomo
jealously	ĵaluze
typography	tipografio
immune system	imuna sistemo
infanticide	infanmurdo
insulin	insulino
connection	interligiteco
interview	intervjuo
Israeli	israela
Libya	Libio
mail carrier	leterportisto
primarily	unuavice
prolong	longigi
secondarily	duavice
design	dezajno
game theory	ludoteorio
moonlit	lunlumita
more	plivastige
lunar phase	luna fazo
lunaj	lunaj fazoj
lunan	lunan fazon
lunajn	lunajn fazojn
wolffish	lupfiŝo
question mark	demandosigno
exclamation mark	krisigno
linguistics	lingvistiko
mammary gland	laktoglando
multiplication	multiplikado
leper	leprulo
Liechtenstein	Liĥtenŝtejno
lemur	lemuro
accordionist	akordionisto
autism	aŭtismo
power plant	centralo
power plant	elektrejo
building	konstruado
activate	aktivigi
halt	haltigi
dervish	derviŝo
ascetic	asketisma
baptist	baptisto
Scotland	Edinburgo
authoritative	aŭtoritata
incomplete	malkompleta
untrustworthy	malfidinda
disperse	dispeli
restore	restaŭri
favor	favorigi
entomb	entombigi
Silk Road	Silka Vojo
come together	kuniĝi
Uzbekistan	Uzbekio
conquer	konkeri
totalitarian	totalisma
duel	dueli
burglar	doma ŝtelisto
domaj	domaj ŝtelistoj
doman	doman ŝteliston
domajn	domajn ŝtelistojn
in contrast	dume
glossy	brila
club	klubo
Malawi	Malavio
Alĝerio	Malio
careless	malzorga
kitsch	kiĉo
carelessness	malzorgeco
refrigerator	malvarmujo
walk	marŝo
musicology	muzikologio
wizardess	magiistino
laugh	mokridi
Londoner	londonano
spouse	geedzo
become	ŝtoniĝi
escape	eskapi
evacuate	evakui
house arrest	hejmaresto
arrest	aresto
prohibition	malpermeso
suppression	subpremo
prevent	preventi
further	plua
state of emergency	krizostato
declaration	deklaro
strife	malpaco
crucible	fandujo
wrongdoer	malbonfaranto
fool	malsaĝulo
mendaciousness	mensogado
glory	gloro
suit	konveni
rebuke	riproĉo
wise	saĝulo
folly	malsaĝeco
abomination	abomenaĵo
in	libertempe
ASCII	Askio
Saxony	Saksujo
current	nuntempa
earring	orelringo
innocently	senkulpe
swastika	svastiko
heliport	helikopterhaveno
bauxite	baŭksito
photographer	fotisto
female	fotistino
Judaism	judaismo
Jamaican	jamaikano
curse	malbeni
stomachache	ventrodoloro
trajectory	trajektorio
Turkmenistan	Turkmenistano
Tuvalu	Tuvalo
tundra	tundro
caffeine	kafeino
Cameroon	Kameruno
competent	kompetenta
incompetent	nekompetenta
properly	dece
corruption	korupto
cubism	kubismo
cookbook	kuirlibro
connection	kunligo
Quaker	kvakero
national park	nacia parko
naciaj	naciaj parkoj
nacian	nacian parkon
naciajn	naciajn parkojn
national anthem	nacia himno
naciaj	naciaj himnoj
nacian	nacian himnon
naciajn	naciajn himnojn
disallowed	malpermesa
toothpaste	dentopasto
drink	drinkaĵo
bilingual	dulingva
academic	akademia
subjective	subjektiva
in unison	unisone
agreement	kontrakto
alkali	alkalo
alkaline	alkala
season	spicigi
paleozoology	paleozoologio
Easter Island	Paskinsulo
theft	ŝtelo
pickpocket	poŝoŝtelisto
difference	malsamo
abbey	abateja
shrine	adorejo
acceleration	akcelo
water clock	akvohorloĝo
bankrupt	bankrota
almighty	ĉiopova
all-knowing	ĉioscia
saboteur	sabotanto
Seychelles	Sejŝeloj
traffic island	trafikinsulo
waterfall	falakvo
random	aleatora
swanlike	cigna
Cyrillic alphabet	cirila alfabeto
cirilan	cirilan alfabeton
Ceylon	Cejlono
hunt	ĉaso
equine	ĉevala
dinosaur	dinosaŭro
hemisphere	duonsfero
outlaw	eksterleĝulo
immortal	senmorta
become	famiĝi
be	edukiĝi
Benedictine	benediktana
writer	skribisto
proximity	proksimeco
vault	volbo
equator	ekvatoro
celestial equator	ĉielekvatoro
convert	konvertiĝi
activist	aktivulo
order	ordigi
empty	malplenigi
rubbish bin	rubujo
alarm clock	vekhorloĝo
wall clock	murhorloĝo
Almighty	Ĉiopovulo
pangram	ĉiuliteraĵo
native speaker	denaskulo
think tank	pensfabriko
strategy	strategio
mechanical	mekanika
bell	sonorilo
backside	dorsoflanko
adjust	alĝustigi
clock radio	vekradio
switch	ŝalti
switch off	elŝalti
switch on	enŝalti
theatrical	teatra
character	rolulo
get up	ellitiĝi
go to bed	enlitiĝi
collision	kolizio
corpse	kadavro
physiologist	fiziologo
vacuum	polvosuĉi
vacuum cleaner	polvosuĉilo
be	menciindi
climb	grimpi
present	nuntempo
comb	kombilo
saw	segi
waitress	kelnerino
refute	refuti
anniversary	datreveno
Navajo	navaho
jocular	blago
agrarian	agrara
unusual	nekutima
telekinesis	telekinezo
chew	maĉi
lay	flankenlasi
make	komprenigi
afterword	postparolo
put away	formeti
please	bonvolu
honey	miela
headquarters	stabejo
bottom	malsupro
top	supro
sock	ŝtrumpeto
symbolic	simbola
pardon	pardono
sustainable	daŭripova
environmental	medioprotektado
non-governmental	neregistara
hand over	transdoni
individual	unuopulo
condemnation	kondamno
courtroom	juĝejo
humid	humida
kobold	koboldo
weekday	semajntago
negation	neado
product	produktaĵo
profitably	profitodone
profitable	profitodona
force	perforto
start	iniciato
theft	ŝtelado
single	unusola
ne	ne plu
aggression	agresemo
in	vianome
think up	elpensi
regardless	senrigarde
be	respondeci
obedience	obeemo
self-sacrifice	memofero
vitriol	vitriolo
instructional	instrumaterialo
go back	reiri
dump	ŝuti
download	elŝuti
correspondence	korespondaĵo
threaten	minaci
following	jena
decipherable	deĉifrebla
caravanserai	karavanserajo
required	solvenda
humerus	humero
thundergod	tondrodio
behind	malantaŭe
hedonistic	hedonisma
push	forpuŝi
another	aliulo
displeasure	malplezuro
maxim	maksimo
atheistic	ateisma
materialistic	materialisma
antiquity	antikveco
systematize	sistemigi
Christianization	kristanigo
war hammer	militmartelo
be	baziĝi
thrown away	forĵetebla
Scandinavia	Skandinavio
felling	dehakado
fell	dehaki
on	ambaŭflanke
Norse	norena
search	serĉrezulto
hemisphere	duonglobo
solstice	solstico
perihelion	perihelio
oxymoron	oksimoro
irregular	neregulara
northwestern	nordokcidenta
name day	nomtago
walking stick	promenbastono
vanilla	vanilo
Zimbabwe	Zimbabvo
darkness	malhelo
antenna	anteno
burlesque	burleska
interval	intertempo
iris	irido
puppy	hundida
grow	egiĝi
enlarge	egigi
feast	festeni
Missouri	Misurio
de facto	laŭfakta
Montana	Montano
Louvain	Loveno
freeze	frostigi
neutron star	neŭtrona stelo
neŭtronaj	neŭtronaj steloj
neŭtronan	neŭtronan stelon
neŭtronajn	neŭtronajn stelojn
neutron	neŭtrona
positron	pozitrono
positron	pozitrona
amphitheater	amfiteatra
entrance	eniro
exit	eliro
return	reiro
go up	supreniri
wonderfully	mirinde
morning	matene
permission	permeso
mien	mieno
equally	egale
appear	vidiĝi
tolerate	toleri
pretend	ŝajnigi
confuse	konfuzi
dreadfully	terure
appear	aperigi
chaotically	ĥaose
simultaneousness	samtempeco
simultaneous	samtempa
confused	konfuza
both	ambaŭmane
ambidextrous	ambaŭmana
embassy	ambasado
Palau	Palaŭo
undead	malmortulo
inimically	malamike
doglike	hundeca
heavy metal	pezmetalo
vocal cord	voĉkordo
musically	muzike
stoniness	ŝtoneca
stoniness	ŝtoneco
dogginess	hundeco
Uganda	Ugando
Uzbekistan	Uzbekistano
Maŭritanio	Senegalo
southwestern	sudokcidenta
semiconductor	duonkonduktaĵo
bilingual	dulingvulo
trilingual	trilingvulo
soporific	dormigilo
Russification	rusigo
programming language	komputillingvo
computer game	komputilludo
Gabon	Gabono
Gvineo Bisaŭa	Gvineo
predict	prognozi
bus	aŭtobuso
antipode	antipodo
banal	banala
ideal	idealo
talc	talko
mosaic	mozaiko
banality	banaleco
trigonometry	trigonometrio
bad	malbonega
laudable	laŭdebla
laudable	laŭdinda
blameable	mallaŭdinda
profitable	profitebla
globalisation	tutmondiĝo
nationalism	naciismo
technology	teknologio
administration	administracio
syndrome	sindromo
symptom	simptomo
emotion	emocio
wedding	nupto
heater	hejtilo
air conditioner	malhejtilo
enmity	malamikeco
tennis	tenisisto
psychotherapy	psikoterapio
evil	malboneco
philosopher	filozofiisto
Pythagoras	Pitagoro
contact	kontakto
technical	ĵargono
rococo	rokoka
Baroque	barokmuziko
ricercar	riĉerkaro
playlist	ludlisto
spiritualist	spiritualisto
tunnel	tunelo
automobilist	aŭtomobilisto
possibility	eblo
speak out	eldiri
inhabitable	enloĝebla
toddler	etulo
Eritrea	Eritreo
Eritrean	eritreano
nakfa	nakfo
astronomer	astronomiisto
jazz	ĵaza
improvisation	improvizado
popular music	popolmuziko
Renaissance	Renesanco
Renaissance	renesanca
object	kontraŭparoli
objection	kontraŭparolo
agglutinative	aglutina
admiral	admiralo
vice admiral	vicadmiralo
coup d'état	puĉo
revolution	revolucio
anarchy	anarkio
anarchism	anarkiismo
capitalist	kapitalisto
collapse	kolapso
gallery	bildgalerio
villager	vilaĝano
adjustment	ĝustigo
Vatican	Vatikano
rich	riĉulo
unwealthy	neriĉulo
drama	dramo
playwright	dramisto
tragedy	tragedio
trio sonata	triosonato
late	malfrua
commentary	komentario
language	poligloto
auxiliary language	helplingvo
exceedingly	kruelega
cruelty	kruelo
cruelly	kruele
psalter	psalmaro
Holocaust	Holokaŭsto
adoration	amego
love	amegi
confidentiality	konfidenceco
economist	ekonomikisto
Massachusetts	Masaĉuseco
agreeableness	agrableco
card game	kartludo
pointless	senkiala
pointlessly	senkiale
imaginable	imagebla
professional	profesia
abdicate	eksreĝiĝi
rude	malĝentila
reminder	memorigo
remnant	restaĵo
bad	malbonulo
graffiti	murskribaĉo
stone	ŝtonĵetilo
topography	topografio
affected	afekta
unaffected	neafekta
novice	novulo
neutrality	neŭtraleco
allegory	alegorio
allegiance	fideleco
prose	prozo
alkali	alkalio
yell	kriegi
forester	arbaristo
woodsman	arbarulo
maintenance	nutramono
alien	alilandulo
album	albumo
amusement	amuzado
education	eduko
education	edukado
coexistence	kunekzistado
coexist	kunekzisti
go bankrupt	bankroti
insolvency	nesolventeco
yearn	deziregi
yearning	dezirego
offspring	idaro
admirable	admirinda
admonition	admono
alchemy	alĥemio
alarm	maltrankviligi
accountant	kalkulisto
boring	malinteresa
globally	tutmonde
internationally	internacie
congressional	kongresa
congressionally	kongrese
bassoon	fagoto
affectionately	aminde
farewell	adiaŭo
افغانستان	Afganistano
acupuncture	akupunkturo
Alaska	alaskano
Alaskan	alaska
angelology	anĝelologio
Arkhangelsk	Arkangelsko
Austria	aŭstriano
fish	ĉasfiŝi
hunt	ĉasado
cherry	ĉeriza
omnipresence	ĉieesteco
monthly	ĉiumonate
homophone	homofono
female	hundidino
infection	infekto
intergalactic	intergalaksia
query	informpeti
Israeli	israelano
chess piece	ŝakpeco
lamb	ŝafido
punisher	punanto
coward	timulo
Taiwan	Tajvano
terrorism	terorismo
terrorist	teroristo
female	tigridino
touchscreen	tuŝekrano
destroy	malkrei
result	rezulti
perfect	perfektigi
pedology	pedologio
agriculturally	agrikulture
godparent	baptogepatro
godchild	baptogefilo
rend	disŝiri
renovate	renovigi
renovation	renovigo
sip	trinketi
vomit	malmanĝi
adulterer	adultinto
lose	malgajni
reduction	malpliigo
hypomania	hipomanio
treatise	traktaĵo
plentitude	pleneco
phonologist	fonologisto
curious	kurioza
curiously	kurioze
age of majority	neplenaĝa
provoke	provoki
provocation	provoko
motionlessness	senmoveco
renewable	renovigebla
symbolization	simboligo
nook	anguleto
treaty	traktato
harmful	malutila
harmonica	harmoniko
harsh	maldolĉa
moveable	movebla
immovable	nemovebla
yeast	fermentilo
innocence	senkulpeco
incalculable	nekalkulebla
illuminate	ilumini
changeable	ŝanĝebla
unchangeable	neŝanĝebla
impossibly	neeble
spectator	spektanto
atlas	atlaso
Anabaptism	anabaptismo
sympathy	simpatio
current	kurento
enthusiasm	entuziasmo
ballet	baleto
malaria	malario
turtle dove	turto
yeast	panfermentilo
youth	junularo
ship	ŝipeto
affirmation	jeso
rich	riĉega
activity	aktiveco
worse	plimalbonigi
expand	pligrandigi
bacillus	bacilo
expansion	pligrandigo
absolve	senpekigi
agile	facilmova
advice	konsilo
quiet	kvietigi
comedy	komedio
abash	hontigi
affirmative	jesa
nursing home	maljunulejo
congratulation	gratulo
agglomeration	aglomero
agglomerate	aglomeri
new	akuŝinto
predecessor	antaŭanto
long live	vivu
uncommon	nekomuna
uncommonly	nekomune
contralto	kontralto
Cossack	kozako
octave	oktavo
silhouette	silueto
diadem	diademo
scandal	skandalo
nihilism	nihilismo
nihilist	nihilisto
synthetically	sinteze
swim fin	naĝilo
cosmic	kosma
categorize	kategoriigi
hobbyist	hobiisto
opposite	kontraŭo
act	kruelaĵo
Bolshevik	bolŝeviko
anticommunism	antikomunismo
antimarxism	antimarksismo
warlike	militema
lupus	lupuso
announcement	anoncado
composition	kompozicio
alliance	alianco
employer	dunganto
unforgiving	senpardona
joule	ĵulo
throw	ĵeto
love	kareco
female	katidino
Bermuda	Bermudo
tadpole	bufido
book	volumo
verdict	verdikto
chronology	kronologio
