dictionary	woordenboek
irritated	ergens de wubbes van krijgen
reasoning	gedachtegang
rock desert	rotswoestijn
desert sand	woestijnzand
house	ten huize van
ghost story	spookverhaal
village	spookdorp
rig	optuigen
unrig	aftuigen
saltless	zoutloos
divinity	nimf
cart track	karrenspoor
Christmas angel	kerstengel
hypothetical explanation	denkpiste
gang	roversbende
fallow field	braakakker
woman	snertnimf
till	kasticket
kasticket	kassaticket
coward	bloodaard
better safe than sorry	liever blode Jan dan dode Jan
Planet Earth	aardkloot
preeclampsia	zwangerschapsvergiftiging
timid	beschroomd
renal crisis	niercrisis
laboriously	knoeften
favorite	hartligger
protege	febbekak
nag	scheurpen
starchy	meelzak
tribal consciousness	stammenbewustzijn
root	maniok
river	zijarm
whine	huilie huilie doen
clear answer	hom of kuit
urinal	pissijn
emotionally attached	verknocht
consequence	het gelag betalen
equatorial forest	evenaarswoud
partition	tussenschot
compulsive	geldingsdrang
time	tijdrekening
salivate	likkebaarden
slit drum	spleettrommel
enema syringe	lavementspuit
enema syringe	klisteerspuit
cream spray	slagroomspuit
last	beklijven
river	rivierbekken
hospice	godshuis
muffler	chappement
dull	lamzak
incredible	rocambolesk
turn with every wind	met alle winden meewaaien
blown	meewaaien
inexperienced	wildzang
fairground stall	ballentent
leopard man	luipaardman
debate stopper	dooddoener
computer mouse	muisarm
cough drop	borstbol
carpet beater	mattenklopper
komische televisieserie	krabbekoker
unskilled	pottenstamper
lift	uitlichten
editor's note	n.v.d.r.
rile up	opnaaien
cooked	halfgaar
fool	halvegare
adjacent	naaststaand
break on the wheel	ledebraken
relative	naaststaande
decision	de kogel is door de kerk
binoculars	veldkijker
sauce	halvanaise
small change	enkelgeld
pots and pans	pottecaree
dirty trick	iemand een kloot aftrekken
grotto	spelonk
unsanitary housing	kruipkot
delve up	voor de pinnen halen
quillon	pareerstang
bronchitis	bronchit
appearances	schone schijn
keep up appearances	de schone schijn ophouden
lie	zeveraar
drool	zeveren
antihero	pantoffelheld
inclination	tegen heug en meug
heroic	heroïsch
they	zijlie
brainchild	hersenkind
peculiar	apsjaar
waarloos	waarloze
superfluous	het vijfde wiel aan de wagen
Asia Minor	Klein-Azië
let alone	laat staan
rain check	tegoedhoudertje
sop	goedhoudertje
postponement	uitstel is geen afstel
dock worker	sjappietouwer
neglect	verzaker
self-denial	asceet
resign	renunciatie
careless	alfsegat
gaming	Nintendo-duim
careless	van hier en ginder
cheat	spieken
lint	pluksel
vicarious embarrassment	plaatsvervangende schaamte
strict person	nazi van dienst
dirty trick	een loer draaien
on duty	van dienst zijn
perpetuum mobile	perpetuüm mobile
related	bloedverwant
dirty trick	in iemands rapen schijten
make career	omhoogvallen
medic	god in het wit
furniture	kleingoed
whimper	jengelen
snack	snosselen
dither	treuzelen
social media	nepnieuws
unaccountable	ontoerekeningsvatbaar
accountable	toerekeningsvatbaar
noisy	druktemaker
habitually nervous	zenuwpees
pitiable	sloeber
pitiable	stakker
troublemaker	lastverkoper
darts	vogelpik
Geococcyx	renkoekoek
whore	temeier
glass	pimpeltje
promiscuous	deerne
shoewear	schoeisel
hell	hellewaarts
load	zinkgat
Great Helmsman	Grote Roerganger
war action	krijgsverrichting
deed	verrichting
mountain nymph	bergnimf
poor	er met de pet naar gooien
chandelier	luchter
through and through	in hart en nieren
arm	lichtkroon
put	kadreren
rail	van zijnen tak maken
demanding	veel noten op zijn zang hebben
membrane	zwemvlies
front bottom	voorbips
speculative construction	revolutiebouw
speculative construction	speculatiebouw
young toddler	dreumes
hang out	uithangen
law enforcement account	proces-verbaal
muddy	vertroebelen
belittle	koeioneren
frequentative	-elen
fight	woordenstrijd
intense hatred	pesthekel
token woman	excuustruus
weight	aasgewicht
usually	meesttijds
laundry detergent	wasmiddel
imagine	beren op de weg zien
honour	eerwraak
matter	eerzaak
culture	schuldcultuur
culture	schaamtecultuur
take a nap	een uiltje knappen
pad	oorkussen
Ursus arctos	bruine beer
take a dump	een bruine trui breien
droopy moustache	hangsnor
droopy moustache	zeiksnor
shuffle	wisselaar
waste	verlummelen
Dutch Turk	Nederturk
bouquet	graftak
opinion	roeptoeter
proclaim	roeptoeteren
kill two birds with one stone	twee vliegen in één klap slaan
split off	ontdubbelen
platform	beun
fachidiot	vakidioot
artificial mother	kunstmoeder
nasty child	hellekind
capability	dooddoenerig
power	onmachtig
support beam	staander
Anarhichas lupus	zeewolf
idiot	randidioot
Isopoda	pissebed
Amphiprion ocellaris	clownvis
Anemone	anemoon
wood paneling	houtbeschot
spine	lulletje rozenwater
glance	oogopslag
power	onmacht
canine dick	hondenlul
posh frat boy	lullo
slim	gratenkut
remove	afdoen
political opponent	politiekeling
region	voorgebergte
mountain range	laaggebergte
coastal mountain range	kustgebergte
mountain range	hooggebergte
desert mountain range	woestijngebergte
icy mountain range	ijsgebergte
Lycosidae	wolfsspin
outstanding food	ambrozijn
office	ambachtsheer
agreement	admiraalschap
lady	ambachtsvrouwe
mineral resource	bodemschat
komen	aanglijden
deposit	deponeren
completable	voltooibaar
incompletable	onvoltooibaar
appropriate	accapareren
lumbago	verschot
novice	bleuke
goalmouth	doelmond
cover strip	deklat
fence off	afheinen
enclose	beheinen
enclose	omheinen
fence	heinen
bless	begelukzaligen
Lophius piscatorius	zeeduivel
Sarcophilus harrisii	Tasmaanse duivel
monk	bedelmonnik
nun	bedelnon
getaway vehicle	vluchtauto
woman	kenau
fire bird	vuurvogel
tradesperson	scharesliep
pregnant	in blijde verwachting
pop music	nederpop
furtively	aangluren
graze	begrazen
sick person	bedleger
environmentalist party	milieupartij
dam	bedammen
dyke	bedijken
cargo bicycle	bakfiets
beastly	bestiaal
give in	op zijn strepen staan
fence	afheining
wither	afdorren
wither	verdorren
wither	verdrogen
float	afdrijven
paint job	schilderwerk
turf	russenpol
friar minor	minderbroeder
gesture	handjeklap
roofed gazebo	prieel
Ptilonorhynchidae	prieelvogel
cor adiposum	vethart
imprecation	ziekteverwensing
buy	op de kop tikken
rapid	gezwind
décolleté	decolleté
plumber's crack	bouwvakkersdecolleté
absolutely	langs geen kanten
babble	brabbelen
refuse bag	vuilzak
round shield	beukelaar
experienced	ervaringsdeskundige
poverty line	armoedegrens
provision	mantelzorg
informal caregiver	mantelzorger
rhinitis	valling
blow	snutten
snot	snottebel
diminutive	-lijn
crank up	aanslingeren
melt together	aansmelten
cant	dieventaal
bronchitis	borstvalling
body fluid	lichaamsvocht
comfortable	gerieflijk
sinusitis	kopvalling
runny nose	snotvalling
overwhelming	overrompeling
overwhelm	overrompelen
get	opscharen
arrogant	dikkenek
given name	Suske
darling	suske
given name	Wiske
comic	mannekesblad
range	verspreidingsgebied
given name	Sjos
delouse	ontluizen
fight fire with fire	vuur met vuur bestrijden
bestuurslui	kwistenbiebel
ring	aanbellen
ring	aanschellen
laugh	belachen
unwind	afwinden
medical practice	artsenij
bank	plofkraak
raid	plofkraken
chicken carcass	chloorkip
specific	soorteigen
mentally disabled	debiel
blanket	lappendeken
bivouac	bivakkeren
morpheme	woorddeel
morpheme	morfeem
phoneme	foneem
grapheme	grafeem
lexeme	lexeem
shredding	versnippering
endeavor	beijveren
reestablish	heroprichten
quickly	alras
later on	seffes
medium	middelgroot
prince-bishopric	prinsbisdom
prince-bishop	prins-bisschop
prince-bishop	vorst-bisschop
prince-bishopric	vorstbisdom
bully	koejon
intimate	hartsvriendin
let bygones be bygones	zand erover
complain	een zaag spannen
inform	zijn licht opsteken
polity	bestuursvorm
stage race	rittenwedstrijd
raw material	grondstof
drag	voorttrekken
flute	fluteglas
levy	tolheffing
expanse	watervlakte
church choir	kerkkoor
language	bronnentaal
unergative	inergatief
region	mijnstreek
newly	nieuwgepensioneerde
subordinate	onderhorige
subdivision	opdeling
profitable	rendabel
state mine	staatsmijn
softening	mouillering
Limburgs	Limburgen
long level tone	sleeptoon
fall	stoottoon
type	leemsoort
look down upon	met de nek bezien
trustee	bewindvoerder
stutter	doddelen
mountain	bergklassement
mobility	mobiliteit
functional reserve	functionele reserve
persister	aanhouder
dogged does it	de aanhouder wint
tow	voortslepen
bag	kabas
palace	palts
trailer	remork
cow trade	koeienhandel
opaque	koehandel
stain	beduimelen
water fowl	waterkieken
play	pledderen
steer	stuurhuis
ball of the thumb	duimmuis
soufflé	in de fik
dyke	afdijken
patronise	bedillen
condescend	betuttelen
condescend	bedilal
condescend	albedil
beer glass	koetsiersglas
shout	aanbrullen
Utrecht velvet	trijpen
itinerant medieval storyteller	sprookspreker
hay fire	hooibroei
allegorical drama	zinnespel
rile up	opsmijten
obtain	aftroggelen
anxious	stresskonijn
fall off	aftotteren
diamonds	blekke
erase	uitgummen
stupid	metteko
remonstrance	bezwaarschrift
recently	overlaatst
crybaby	bleitsmoel
clingy	trezebees
saliva	zever
Lens culinaris	linze
method	pijltjesmethode
mining law	mijnwet
superlative	op een na
subject	strijdperk
cut into	insnijden
spelling standard	witte spelling
right	eerstgeboorterecht
cunning	breinbaas
chemical company	chemieconcern
period	herfsttij
rear	achterhoede
fight	achterhoedegevecht
mental framework	denkraam
cute	scheetje
kid	kadee
Albert	Beire
overlook	over het hoofd zien
beating	rammeling
show up	de kat sturen
attention deficit disorder	aandachtsstoornis
management	bestuurslui
profiteer	zakkenvuller
joke	zwanzen
atomic bomb	atoombom
medical pound	apothekerspond
environmentally conscious	milieubewust
environment	milieupolitiek
pull	sleuren
utility company	nutsbedrijf
law	klimaatwet
food supplies	proviand
food provision	mondvoorraad
lodgings	oponthoud
inside	binnenskamers
projector	schijnwerper
ball game	kaatsspel
entry ban	inreisverbod
female ethnologist	etnologe
serfish	horig
adulterer	echtbreekster
mirror	penantspiegel
image	ideaalbeeld
specialised study	speciaalstudie
high-rise building	hoogbouw
Lorraine	Lotharingen
attach	aanhechten
viper venom	adderspog
eight	achtbenig
emaciated	van Biafra komen
subservient	slippendrager
lose one's cool	door het lint gaan
time-intensive	veel voeten in de aarde hebben
disbelief	ja dag Jan
fictitious	jacamaca
in vain	voor Piet Snot
soil	jeir
Netherlands	Betuwe
Gelderland	Achterhoek
Overijssel	Twente
city region	Salland
audibly chew	knoepsen
account number	rekeningnummer
currency	muntsoort
receiver	ontvanger
The Netherlands	Liemers
Cleves	Kleef
heartily	ravotten
complaint	verzuchting
exclamation	jawadde
spill	smossen
club sandwich	smoske
whisper	konkelfoezen
inactive	slapende rekening
South Holland	Schiedam
region	Hageland
South Holland	Vlaardingen
you	gulle
stand firm	pal staan
crumble	barsten vertonen
total loss	pertotal
blow	saflet
whack	sallewase
blow	lababbel
beat up	aframmelen
invite	nodigen
higher ground	hogerop
sèn apsjaar	kapotneuken
solitaire	mochelen
ruin	verenneweren
rear-end collision	kop-staartbotsing
cold-bloodedly	doodleuk
unconcernedly	doodgemoedereerd
asshole	janmijnkloten
insignificant	Janneke en Mieke
everyone	Jan en klein Piereke
Meuse delta	Merwede
fall	ne post pakken
curt	kort van stof
Oude Maasje	Bergse Maas
suffer	het schip ingaan
fall	afdonderen
throw	begooien
winter month	wintermaand
newspaper	mercuur
Hollands Diep	Moerdijk
female painter	kunstschilderes
hunting still-life	jachtstuk
size	pronkstilleven
Jagdstück	jachtklok
tingling	tintelfris
Uncia uncia	sneeuwpanter
Uncia uncia	sneeuwluipaard
beer	Sneeuwwitje
Bubo scandiacus	sneeuwuil
Chionea belgica	sneeuwmug
rotary	sneeuwfrees
snow desert	sneeuwwoestijn
deviser	bedenker
make a mountain out of a molehill	van een mug een olifant maken
stage	podiumbeest
surreptitious	snollen
ins and outs	hoe de vork in de steel zit
accommodation	coulance
accommodation	inschikkelijkheid
acquiescent	inschikkelijk
orthomolecular	orthomoleculair
dju	op zijn nek krijgen
cavil	chicaneren
cavil	vitten
drunk	zatte fles
snow cover	sneeuwkroon
snow tornado	sneeuwhoos
ice anchor	sneeuwanker
bout	sneeuwbui
snow	sneeuwloos
snow	sneeuwachtig
blindness	sneeuwblind
dyke	moerdijk
displaced	ontheemde
curt	iemands neus afbijten
unemployment benefit	steuntrekker
sand	zavel
scupper	spuigat
acceptable	de spuigaten uitlopen
peekaboo	kiekeboe
affection	neuzeneuzen
residence	domiciliëring
improvisational jazz music	nederjazz
merge	fusioneren
environmental tax	milieutaks
environmental tax	milieubelasting
environmental tax	milieuheffing
colour	schutkleur
maternal mortality	kraamsterfte
maternal mortality	moedersterfte
well informed	van de hoed en de rand weten
inherited enemy	erfvijand
ulterior motive	bijbedoeling
SS member	SS'er
loiter	hangjongere
swarm	grimmelen
painter	kladschilder
tench	louw
bone	botbreuk
computer intrusion	computervredebreuk
cardialgia	hartenpijn
species	geleiwier
standard language	cultuurtaal
artsy-fartsy	artistiekeling
suede shoe	bordeelsluiper
viswijf	appelteef
apple orchard	appelboomgaard
ugly face	apenbakkes
tax burden	belastingdruk
period	secondje
lower city	benedenstad
oil	beoliën
slope	bergaf
supple	smijdig
pointless fight	windmolengevecht
shout	aanschreeuwen
shout from the rooftops	van de daken schreeuwen
female	afgodin
Boidae	afgodslang
boa constrictor	tapijtslang
bark	aanblaffen
congruent	menswaardig
criminal	geboefte
criminal cant	boeventaal
ship	narrenschip
combat ship	oorlogsschip
cellar	bierkelder
Isopoda	keldermot
corner seat	hoekbank
sit	bijzitten
E string	e-snaar
assessor	bijzitter
energy	energiezuinig
demythologise	ontmythologiseren
demythologisation	ontmythologisering
loan vocabulary	leenwoordenschat
rush bed	biesbos
beer barrel	bierton
beer barrel	biervat
ghost	bietebauw
female	afgodes
slide	afglijden
get away scot-free	de dans ontspringen
partner dance	parendans
mating dance	paringsdans
withdraw	retireren
shipwright	Bijltje
price stability	prijsstabiliteit
hub	gasrotonde
cure	verduurzamen
Netherlands	beneden de Moerdijk
Netherlands	boven de Moerdijk
coalition	olijfboomcoalitie
employee	medezeggenschap
employee council	medezeggenschapsraad
commercial investment bank	zakenbank
eight	achtpotig
measure	schepel
exhausted	peiger
die	peigeren
tire out	afpeigeren
inherit	aanbesterven
lick	belikken
length	anciënniteit
system failure	systeemfout
establishment	kwaakschool
leg	kraaienpoot
wrinkle	kraaienpootje
ball game	baanboef
grape	krent
fall by the wayside	buiten de boot vallen
ship	scheepsruim
confection	suikerbeest
pocket size	zakformaat
file	formaat
remove necrotic tissue	debrideren
pus	etterbuil
friction	frictie
magnetotail	magnetostaart
colloquial	tussentaal
groove	waterpomptang
auxiliary language	hulptaal
admonish	aanmanen
Diplopoda	miljoenpoot
backroom politics	achterkamertjespolitiek
back	achterhoofd
excise tax	bieraccijns
breathe	beademen
mouth-to-mouth	mond-op-mondbeademing
German Bierwurst	bierworst
round	biervilt
doctrine	levensleer
junior minister	staatssecretaris
eat	oppeuzelen
consume	soldaat maken
eat up	opvreten
attendance	zitpenning
movement	schijnbeweging
newborn	pasgeboren
arrest	klissen
hideous	bouwgedrocht
ugly	wangedrocht
suspect	achterdenken
wartime action	oorlogsfeit
wartime action	oorlogshandeling
plant	beplanten
crude deceit	boerenbedrog
vegetable farm	warmoezerij
wage war	beoorlogen
waste	veroorlogen
brush	asvarken
final	eindbaas
surgery	wondarts
object	tegenwerpen
fish nursery	kweekvijver
filthy rich	steenrijk
enough	welletjes
prone	weigerachtig
carefully	weigerlijk
gentleman	herenboerderij
patrician farmer	herenboer
castle farm	kasteelboerderij
Haubarg	stolpboerderij
death	sterfte
mass death	veesterfte
extort	afdringen
farmland	akkerland
vial	fiool
readiness	gewillig
beaver sac	beverskul
beaver lodge	beverburcht
compatible	levensloopbestendig
use	wantaal
arrowword	Zweeds raadsel
exploit	met zijn talenten woekeren
exfoliate	ontbladeren
check off	afvinken
political fight	taalstrijd
Purim	Poerim
coal	eierkool
optative mood	optatief
wensend	wensende wijs
subjunctive mood	conjunctief
imperative mood	imperatief
culture	graaicultuur
maximum wage	maximumloon
elite army	keurleger
form	kunstvorm
novel	reisroman
arrive	aanhijgen
criminal bankruptcy	bankbreuk
basic income	basisinkomen
bankrupt	bankbreker
bankrupt	bankroetier
beat up	afrossen
genre	leugenliteratuur
tax ruling	belastingafspraak
tax ruling	belastingovereenkomst
elite troop	keurtroep
beer vinegar	bierazijn
posh	chic de friemel
moped	buikschuiver
Islamic	kopvod
dense	pestbos
tract	geriefbos
brush	asbezem
instrumental rationality	doelrationaliteit
like-minded	geestverwant
deny	loochenen
expel	uitdrijven
religious	confessioneel
exist	onbestaanbaar
fish stock	visstand
fish stock	visbestand
fish population	vispopulatie
mass death	vissterfte
Diodontidae	egelvis
Tetraodontidae	kogelvis
pave	bestraten
bank sector	bankensector
European chub	hesseling
backwoods	Schubbekutteveen
backward	achteruitvaart
town	jeneverstad
jenever jug	jeneverkruik
jenever bottle	jeneverfles
jenever	jenevervriend
group portrait	regentenstuk
group portrait	regentessenstuk
stick	aanplakken
satirical placard	pasquille
poster	aanplakbiljet
saline peat	darink
peat	derrie
grouse	sneeuwhoen
aan de	a.d.
childcare	kinderopvang
nobody	spuit elf
lead actor	hoofdrolspeler
god	onderwereldgod
goddess	onderwereldgodin
woman	kraamvrouw
fishmonger	viswijf
underworld	onderwerelds
decorated ox	gildos
insult	bekijven
breach	wanprestatie
shark	voshaai
pile	aardhoop
acidify	aanzuren
smoke	pijpeneren
approach	aanzwemmen
sweeten	aanzoeten
electoral agreement	stembusakkoord
youth gang	jeugdbende
salter	aanzouten
treat	bedampen
sense	reukzin
termite mound	termietenhoop
termite mound	termietenheuvel
soil	bedrijten
Electrophorus electricus	sidderaal
